data_(yyyy-mm-dd),precipitacao_total_horário_(mm),pressao_atmosferica_ao_nivel_da_estacao_horaria_(mb),pressão_atmosferica_maxna_hora_ant_(aut)_(mb),pressão_atmosferica_min_na_hora_ant_(aut)_(mb),radiacao_global_(kj/m),temperatura_do_ar_-_bulbo_seco_horaria_(c),temperatura_do_ponto_de_orvalho_(c),temperatura_máxima_na_hora_ant_(aut)_(c),temperatura_mínima_na_hora_ant_(aut)_(c),temperatura_orvalho_max_na_hora_ant_(aut)_(c),temperatura_orvalho_min_na_hora_ant_(aut)_(c),umidade_rel_max_na_hora_ant_(aut)_(%),umidade_rel_min_na_hora_ant_(aut)_(%),umidade_relativa_do_ar_horaria_(%),vento_direcao_horaria_(gr)_(_(gr)),vento_rajada_maxima_(m/s),vento_velocidade_horaria_(m/s)
2000-09-22,0.0,1014.95,1015.24,1014.445,1709.0,17.12,10.74,17.645,16.665,11.665,9.915000000000001,73.25,65.65,69.15,198.1,4.950000000000001,1.83
2000-09-23,1.1666666666666667,1006.9874999999998,1007.6833333333333,1006.7875,1621.1666666666667,17.604166666666668,12.91666666666667,18.17083333333333,16.875,13.304166666666667,12.154166666666669,79.25,72.0,76.125,102.91666666666667,4.529166666666668,1.5583333333333336
2000-09-24,0.9916666666666666,1008.2000000000003,1008.5375000000003,1007.5208333333334,519.8571428571429,14.995833333333335,11.504166666666668,15.516666666666667,14.641666666666667,12.45833333333333,10.9625,85.20833333333333,77.70833333333333,80.75,195.91666666666666,7.358333333333333,2.454166666666667
2000-09-25,0.0,1020.0541666666668,1020.1333333333333,1019.591666666667,1821.7692307692307,10.704166666666667,3.283333333333333,11.275,10.229166666666666,4.158333333333333,2.5500000000000003,65.08333333333333,57.958333333333336,61.458333333333336,218.08333333333334,7.195833333333333,2.733333333333333
2000-09-26,0.0,1024.4166666666667,1024.6499999999999,1024.1875,1838.3076923076924,11.833333333333336,4.704166666666667,12.283333333333331,11.295833333333334,5.491666666666666,3.8458333333333337,67.125,59.333333333333336,63.458333333333336,95.375,4.679166666666667,1.7499999999999998
2000-09-27,0.0,1020.4166666666669,1020.7791666666667,1020.2958333333335,1757.7692307692307,14.529166666666667,8.725,14.987499999999999,13.85416666666667,9.174999999999999,7.945833333333334,74.04166666666667,67.33333333333333,71.04166666666667,129.125,4.2625,1.5916666666666666
2000-09-28,0.0,1016.1625,1016.4458333333333,1015.9749999999999,1829.0,18.570833333333333,11.812499999999998,19.15,17.933333333333334,12.520833333333336,11.254166666666665,72.375,66.29166666666667,68.91666666666667,176.08333333333334,3.9125,1.4125000000000003
2000-09-29,0.0,1014.120833333333,1014.3458333333332,1013.9416666666666,1794.3076923076924,18.95416666666667,12.091666666666661,19.687499999999996,18.279166666666665,12.72083333333333,11.308333333333335,69.91666666666667,61.791666666666664,66.41666666666667,119.66666666666667,3.483333333333334,1.3291666666666666
2000-09-30,0.0,1012.8499999999998,1013.1416666666665,1012.6624999999998,1224.3846153846155,18.233333333333334,15.429166666666662,18.725,17.708333333333332,15.716666666666663,15.079166666666667,86.625,82.41666666666667,84.625,125.33333333333333,4.35,1.6583333333333334
2000-10-01,0.10833333333333334,1011.1458333333331,1011.5250000000001,1010.8416666666667,923.1538461538462,19.804166666666667,17.55,20.258333333333333,19.345833333333335,17.933333333333334,17.162500000000005,89.66666666666667,84.70833333333333,87.08333333333333,117.75,3.766666666666666,1.2791666666666666
2000-10-02,0.008333333333333333,1010.4249999999998,1010.6749999999998,1010.1708333333332,665.3571428571429,18.854166666666664,16.76666666666667,19.166666666666668,18.566666666666666,17.029166666666665,16.587500000000002,89.66666666666667,86.66666666666667,88.16666666666667,135.125,4.670833333333334,1.758333333333333
2000-10-03,0.37500000000000006,1006.5916666666667,1007.3916666666669,1006.2041666666665,279.7142857142857,17.566666666666666,15.716666666666667,17.891666666666666,17.395833333333332,15.975000000000001,15.525,89.875,87.33333333333333,88.91666666666667,107.08333333333333,9.933333333333335,3.729166666666668
2000-10-04,1.5999999999999999,1004.2458333333334,1004.9791666666666,1003.6458333333335,299.15384615384613,17.912499999999998,16.808333333333334,18.175,17.60833333333333,17.07916666666667,16.570833333333336,94.29166666666667,92.125,93.25,171.16666666666666,5.129166666666667,1.370833333333333
2000-10-05,0.016666666666666666,1007.8458333333333,1008.0083333333331,1007.5875000000001,1634.3846153846155,17.383333333333333,12.024999999999999,17.754166666666666,16.9875,12.620833333333332,11.65833333333333,76.04166666666667,70.625,72.58333333333333,235.5,7.095833333333334,2.6541666666666663
2000-10-06,0.008333333333333333,1009.7541666666667,1009.9541666666668,1009.4708333333333,2019.3076923076924,15.762499999999998,8.429166666666665,16.254166666666666,15.35,9.225,7.766666666666667,67.70833333333333,60.625,64.125,249.04166666666666,6.416666666666668,2.6374999999999997
2000-10-07,0.0,1013.5166666666669,1013.6583333333333,1013.1958333333337,1961.923076923077,16.129166666666666,9.416666666666668,16.708333333333332,15.570833333333335,9.974999999999998,8.779166666666667,69.625,63.083333333333336,66.375,209.70833333333334,3.5625000000000004,1.4541666666666666
